job_title,job_id,date_posted,state_province,area_of_work,min_salary,max_salary,position_type,required_education,preferred_education,preferred_technical_experience,date_posted_dt,min_salary_num,max_salary_num,mid_salary,salary_range,salary_range_pct,min_to_max_ratio,log_mid_salary,days_since_posted,posted_year,posted_month,posted_dow,posted_is_weekend,states_list,n_states_listed,is_multi_state_posting,primary_state,primary_region,required_edu_level,preferred_edu_level,edu_gap_preferred_minus_required,has_preferred_edu_specified,is_intern,is_entry,is_senior,is_lead,is_manager,is_director_plus,is_architect,role_engineering,role_data,role_security,role_product,role_design,role_sales,role_consulting,role_research,role_devops,title_len,title_word_count,text_all,exp_years_min,exp_years_max,exp_years_any,skill_python,skill_java,skill_sql,skill_r,skill_aws,skill_azure,skill_gcp,skill_kubernetes,skill_docker,skill_linux,skill_spark,skill_tableau,skill_powerbi,skill_ml,skill_genai,skill_security,skill_devops,skill_sap,n_skills_mentioned,exp_text_len,exp_text_word_count,skills_bin,PC1,PC2,cluster,is_outlier,outlier_score
ServiceNow Business Process Consultant,88248,26-Jan-2026,"Georgia, Illinois, Texas, North Carolina, Virginia, Washington, Maryland, California",Consulting,"116,000.00","200,000.00",Professional,Bachelor's Degree,Bachelor's Degree,"Relevant ServiceNow Certifications, including CSA, CAD, ITSM.
Proficiency in Web Technologies: Experience with various web technologies, such as XML, HTML, and Web Services, is beneficial for this role. Knowledge of these technologies will enable the Application Consultant to effectively configure and maintain ServiceNow modules. Familiarity with web technologies will also facilitate solution design and estimation.
Technical Component Knowledge: Experience with technical components like LDAP, VPN, and SSL is advantageous for this position. Understanding these components will allow the consultant to tailor solutions to budget guidelines and ensure successful implementation. 
IT Service Management Processes: Experience with service management and ITIL processes is desirable, particularly in leading teams in building strategies based on value vs. effort and preparing cost-benefit models. This expertise will enable the consultant to contribute to solution design and estimation.",2026-01-26,116000.0,200000.0,158000.0,84000.0,0.5316455696202531,0.58,11.970350312009105,9,2026,1,0,0,"['Georgia', 'Illinois', 'Texas', 'North Carolina', 'Virginia', 'Washington', 'Maryland', 'California']",8,1,Georgia,South,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,4,"servicenow business process consultant relevant servicenow certifications, including csa, cad, itsm.
proficiency in web technologies: experience with various web technologies, such as xml, html, and web services, is beneficial for this role. knowledge of these technologies will enable the application consultant to effectively configure and maintain servicenow modules. familiarity with web technologies will also facilitate solution design and estimation.
technical component knowledge: experience with technical components like ldap, vpn, and ssl is advantageous for this position. understanding these components will allow the consultant to tailor solutions to budget guidelines and ensure successful implementation. 
it service management processes: experience with service management and itil processes is desirable, particularly in leading teams in building strategies based on value vs. effort and preparing cost-benefit models. this expertise will enable the consultant to contribute to solution design and estimation.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991,131,0,-1.0724290009638668,1.3281223236332922,1,0,0.1244798701114766
Senior SW DevOps Engineer,88562,26-Jan-2026,New York,Software Engineering,"131,000.00","226,000.00",Professional,Bachelor's Degree,Master's Degree,"• Leading-Edge Technologies: Experience with designing, developing, and delivering software solutions using leading-edge technologies, including back-end and front-end development, and DevOps engineering. 
• Agile Collaboration: Experience working in an Agile environment, collaborating with stakeholders to understand requirements and deliver high-quality software solutions. 
• Automated CI/CD Pipelines: Experience contributing to automated CI/CD pipelines, ensuring seamless integration and delivery of software solutions.",2026-01-26,131000.0,226000.0,178500.0,95000.0,0.5322128851540616,0.5796460176991151,12.092343880201831,9,2026,1,0,0,['New York'],1,0,New York,Northeast,4,5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,25,4,"senior sw devops engineer • leading-edge technologies: experience with designing, developing, and delivering software solutions using leading-edge technologies, including back-end and front-end development, and devops engineering. 
• agile collaboration: experience working in an agile environment, collaborating with stakeholders to understand requirements and deliver high-quality software solutions. 
• automated ci/cd pipelines: experience contributing to automated ci/cd pipelines, ensuring seamless integration and delivery of software solutions.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,528,60,1-2,0.39303172713548684,0.06199474345147226,1,0,0.04791642099584986
Brand Technical Specialist,88570,26-Jan-2026,"Pennsylvania, Maryland, Delaware, West Virginia, District of Columbia",Sales,"175,000.00","300,000.00",Professional,High School Diploma/GED,Unknown,"Have a high-level understanding of the design principles for distributed computing architectures
Industry experience and deep technical background in DevOps, infrastructure automation tooling, and security
Demonstrated ability to understand and communicate the value proposition of strategic and tactical solutions for complex enterprise use cases
Demonstrated ability to participate in dynamic conversations around sales mechanics that will enable you to influence key stakeholders positively
Excel at staying close to industry trends to gain a deeper product understanding
Security Clearance
Comfortability speaking in front of crowds, from small to very large, virtually, and in person",2026-01-26,175000.0,300000.0,237500.0,125000.0,0.5263157894736842,0.5833333333333334,12.377922902456833,9,2026,1,0,0,"['Pennsylvania', 'Maryland', 'Delaware', 'West Virginia', 'District of Columbia']",5,1,Pennsylvania,Northeast,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,"brand technical specialist have a high-level understanding of the design principles for distributed computing architectures
industry experience and deep technical background in devops, infrastructure automation tooling, and security
demonstrated ability to understand and communicate the value proposition of strategic and tactical solutions for complex enterprise use cases
demonstrated ability to participate in dynamic conversations around sales mechanics that will enable you to influence key stakeholders positively
excel at staying close to industry trends to gain a deeper product understanding
security clearance
comfortability speaking in front of crowds, from small to very large, virtually, and in person",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,694,93,1-2,-1.243151651854466,1.5127944830170346,0,0,0.08976237560796796
Sr. Sourcing Professional - Marketing,89852,02-Feb-2026,North Carolina,Enterprise Operations,"95,000.00","165,000.00",Professional,Bachelor's Degree,Master's Degree,"CPSM or equivalent procurement certification.
MBA or advanced degree preferred.
Understanding of data privacy regulations (GDPR, CCPA) affecting digital marketing and agency operations.",2026-02-02,95000.0,165000.0,130000.0,70000.0,0.5384615384615384,0.5757575757575758,11.77528972943772,2,2026,2,0,0,['North Carolina'],1,0,North Carolina,South,4,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,"sr. sourcing professional - marketing cpsm or equivalent procurement certification.
mba or advanced degree preferred.
understanding of data privacy regulations (gdpr, ccpa) affecting digital marketing and agency operations.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,23,0,-1.454421956154021,-0.7639251676937264,1,0,0.13349169399371197
Oracle Cloud SCM Architect,88534,27-Jan-2026,"Georgia, Illinois, Ohio, Texas, Michigan, Arizona, Massachusetts",Consulting,"116,000.00","200,000.00",Professional,Bachelor's Degree,Unknown,"Oracle Fusion SCM Certification(s).
Experience inleading a team of SCM consultants on multiple implementation projects.
Knowledge of related Oracle Cloud modules like Procurement, Inventory, and Costing.
Familiarity with industry-specific SCM requirements (e.g., retail, manufacturing, distribution).
Experience with third-party integration tools and technologies.
Ability to provide strategic guidance and contribute to the development of SCM roadmaps for clients.
Note: The preferred qualifications are desirable but not mandatory for the position.
This Oracle SCM Lead/ Architect role is a senior-level position that requires a deep understanding of Oracle Fusion SCM modules and extensive experience in implementing solutions for clients. The candidate should be adept at managing both the technical and functional aspects of SCM implementations and should possess strong leadership and communication skills for successful client engagement.",2026-01-27,116000.0,200000.0,158000.0,84000.0,0.5316455696202531,0.58,11.970350312009105,8,2026,1,1,0,"['Georgia', 'Illinois', 'Ohio', 'Texas', 'Michigan', 'Arizona', 'Massachusetts']",7,1,Georgia,South,4,0,-4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,4,"oracle cloud scm architect oracle fusion scm certification(s).
experience inleading a team of scm consultants on multiple implementation projects.
knowledge of related oracle cloud modules like procurement, inventory, and costing.
familiarity with industry-specific scm requirements (e.g., retail, manufacturing, distribution).
experience with third-party integration tools and technologies.
ability to provide strategic guidance and contribute to the development of scm roadmaps for clients.
note: the preferred qualifications are desirable but not mandatory for the position.
this oracle scm lead/ architect role is a senior-level position that requires a deep understanding of oracle fusion scm modules and extensive experience in implementing solutions for clients. the candidate should be adept at managing both the technical and functional aspects of scm implementations and should possess strong leadership and communication skills for successful client engagement.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,125,0,-2.9928016161798894,2.310883588567869,0,0,0.11143725414309702
Brand Technical Sales Specialist - Data & AI,90524,02-Feb-2026,Texas,Sales,"96,000.00","172,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"• Proficiency with AI-Enabled Tools: Exposure to utilizing AI-enabled technology stacks to drive engagement and conversion, enhancing customer experiences and streamlining sales processes.
• Virtual Presentation Skills: Experience delivering technical demos and product overviews in virtual settings, effectively showcasing product capabilities and addressing customer needs.
• Digital Channel Optimization: Exposure to leveraging digital channels to advance sales opportunities, including utilizing data-driven insights to inform sales strategies.",2026-02-02,96000.0,172000.0,134000.0,76000.0,0.5671641791044776,0.5581395348837209,11.805595078933049,2,2026,2,0,0,['Texas'],1,0,Texas,South,1,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,44,8,"brand technical sales specialist - data & ai • proficiency with ai-enabled tools: exposure to utilizing ai-enabled technology stacks to drive engagement and conversion, enhancing customer experiences and streamlining sales processes.
• virtual presentation skills: experience delivering technical demos and product overviews in virtual settings, effectively showcasing product capabilities and addressing customer needs.
• digital channel optimization: exposure to leveraging digital channels to advance sales opportunities, including utilizing data-driven insights to inform sales strategies.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,66,0,0.5866188485343486,-1.218464543321253,1,0,0.08046160716471035
Sr. Sourcing Professional - Marketing - Technology,90212,02-Feb-2026,North Carolina,Enterprise Operations,"95,000.00","165,000.00",Professional,Bachelor's Degree,Master's Degree,"CAIRPP® or equivalent AI procurement certification. 
Familiarity with TBM methodologies for AI value realization and AI software governance frameworks. 
Experience with martech tools (CRM, CDP, marketing automation) and related software sourcing. 
Understanding of GDPR, CCPA, and other data‑privacy regulations affecting technology sourcing.",2026-02-02,95000.0,165000.0,130000.0,70000.0,0.5384615384615384,0.5757575757575758,11.77528972943772,2,2026,2,0,0,['North Carolina'],1,0,North Carolina,South,4,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,7,"sr. sourcing professional - marketing - technology cairpp® or equivalent ai procurement certification. 
familiarity with tbm methodologies for ai value realization and ai software governance frameworks. 
experience with martech tools (crm, cdp, marketing automation) and related software sourcing. 
understanding of gdpr, ccpa, and other data‑privacy regulations affecting technology sourcing.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,42,0,-1.0192007352721304,-0.5012277691458845,1,0,0.13110145203797285
Oracle Cloud SCM Planning Managed Services Consultant.,89726,30-Jan-2026,"Georgia, Florida, Illinois, Ohio, Texas, New York, Pennsylvania, Indiana, Arizona, Washington, Massachusetts, California, New Jersey, District of Columbia",Data & Analytics,"127,000.00","219,000.00",Professional,Bachelor's Degree,Unknown,"• Deep Oracle SCM Knowledge: Experience with Oracle Cloud Supply Chain Management suite, including Procurement Cloud, Inventory Cloud, and Order Management Cloud, with the ability to integrate, customize, test, and support these modules. 
• Package Customization Expertise: Experience in customizing Oracle Cloud modules to meet specific business requirements, utilizing knowledge of the package and its related domain. 
• Technical Integration Skills: Experience with integrating packaged technology, enabling seamless functionality and data flow between Oracle Cloud Supply Chain Management suite and other systems.",2026-01-30,127000.0,219000.0,173000.0,92000.0,0.5317919075144508,0.5799086757990868,12.061046873479915,5,2026,1,4,0,"['Georgia', 'Florida', 'Illinois', 'Ohio', 'Texas', 'New York', 'Pennsylvania', 'Indiana', 'Arizona', 'Washington', 'Massachusetts', 'California', 'New Jersey', 'District of Columbia']",14,1,Georgia,South,4,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,7,"oracle cloud scm planning managed services consultant. • deep oracle scm knowledge: experience with oracle cloud supply chain management suite, including procurement cloud, inventory cloud, and order management cloud, with the ability to integrate, customize, test, and support these modules. 
• package customization expertise: experience in customizing oracle cloud modules to meet specific business requirements, utilizing knowledge of the package and its related domain. 
• technical integration skills: experience with integrating packaged technology, enabling seamless functionality and data flow between oracle cloud supply chain management suite and other systems.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,82,0,-2.6580218112269742,2.4655120616925488,0,0,0.11425383849782172
Software Engineer - Open Search,72342,03-Feb-2026,California,Software Engineering,"135,400.00","225,600.00",Professional,High School Diploma/GED,Bachelor's Degree,"Experience with Go, Docker, and Kubernetes a plus",2026-02-03,135400.0,225600.0,180500.0,90200.0,0.4997229916897507,0.600177304964539,12.103486056755072,1,2026,2,1,0,['California'],1,0,California,West,1,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,5,"software engineer - open search experience with go, docker, and kubernetes a plus",,,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,49,8,1-2,1.6256712408785616,-1.1254120884001406,7,0,0.05231575701336877
Technical Enablement Specialist Intern 2026,73390,29-Nov-2025,"Texas, New York, North Carolina, Arizona, California",Infrastructure & Technology,"75,000.00","138,000.00",Internship,High School Diploma/GED,Bachelor's Degree,"* Foundational IBM Z and LinuxONE knowledge.
* Foundational Linux knowledge.
* Foundational understanding of operating systems, networking concepts, or databases.
* Foundational knowledge of agile development practices
* Programming experience
* Automation experience
* Containerization skills
* Data science and AI skills
* Customer service experience
* Experience as a program/project manager
* Knowledge in working with metrics and data tracking for program reporting",2025-11-29,75000.0,138000.0,106500.0,63000.0,0.5915492957746479,0.5434782608695652,11.575900264131617,67,2025,11,5,1,"['Texas', 'New York', 'North Carolina', 'Arizona', 'California']",5,1,Texas,South,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,"technical enablement specialist intern 2026 * foundational ibm z and linuxone knowledge.
* foundational linux knowledge.
* foundational understanding of operating systems, networking concepts, or databases.
* foundational knowledge of agile development practices
* programming experience
* automation experience
* containerization skills
* data science and ai skills
* customer service experience
* experience as a program/project manager
* knowledge in working with metrics and data tracking for program reporting",,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,480,65,1-2,2.2244458864958307,-2.087500464849556,2,1,-0.017842799731256465
