job_title,job_id,date_posted,state_province,area_of_work,min_salary,max_salary,position_type,required_education,preferred_education,preferred_technical_experience
Consulting Account Executive -Financial Services and Insurance,84564,20-Jan-2026,"Georgia, Illinois, New York, North Carolina, Virginia, Maryland, District of Columbia",Sales,"151,000.00","260,000.00",Professional,None,Bachelor's Degree,
Associate Developer 2026,87249,02-Feb-2026,"Georgia, Illinois, Texas",Software Engineering,"74,000.00","111,000.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"Have flexibility to work across architecture - building both front-end and backend
Exposure to cloud and AI concepts such as Azure services, data platforms, security, and AI models through coursework, labs, internships, or personal projects, with a willingness to keep learning.
Experience using tools like Copilot, ChatGPT, or similar AI assistants to research, write, analyze, and improve productivity, while applying critical thinking and validation."
Workday Payroll Consultant,72043,02-Feb-2026,"Illinois, New York, California",Consulting,"147,000.00","254,000.00",Professional,Bachelor's Degree,,Government and/ or K-12 experience preferred
Ecosystem Technical Strategist,86223,23-Jan-2026,"Texas, New York, California",Sales,"162,000.00","378,000.00",Professional,Bachelor's Degree,Master's Degree,"• Additional IBM Technology Knowledge: Familiarity with various IBM Technology offerings and ability to identify opportunities for growth and expansion. • Industry Insights: Understanding of industry trends and market dynamics, enabling informed joint business planning and growth strategy development. • Partner Ecosystem Awareness: Knowledge of the partner ecosystem and ability to navigate complex partner relationships and networks."
Quantum Error Correction Control Systems Engineer,90167,02-Feb-2026,"New York, Massachusetts, California",Infrastructure & Technology,"203,040.00","260,000.00",Professional,Bachelor's Degree,Doctorate Degree,"Understanding of quantum information, quantum computing and quantum error correction.
Experience with experimental real-time RF or microwave control systems, and associated tools for debugging.
Experience designing and modeling distributed or heterogeneous control systems.
Experience designing software and systems for rapidly evolving technology.
Understanding of classical computer engineering and FPGA design/HDL."
Senior Consultant SAP S4/HANA EWM,90538,03-Feb-2026,"Texas, New York, North Carolina, North Dakota, Arizona, Washington, Massachusetts, Maryland, Delaware, California, New Jersey, Connecticut, District of Columbia",Consulting,"90,000.00","155,000.00",Professional,Bachelor's Degree,,"• Advanced SAP S/4HANA EWM Knowledge: Experience with advanced SAP S/4HANA EWM capabilities, including embedded analytics and machine learning, to drive supply chain optimization and warehouse efficiency. 
• Industry-Specific EWM Solutions: Exposure to designing and implementing industry-specific EWM solutions using SAP S/4HANA, including configuring EWM capabilities to meet unique business requirements. 
• Integrated Supply Chain Planning: Experience with integrated supply chain planning using SAP S/4HANA EWM, including demand planning, supply planning, and production planning to optimize supply chain operations."
Brand Technical Sales Specialist - Select - Automation,90523,02-Feb-2026,Texas,Sales,"96,000.00","172,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"• Proficiency with AI-Enabled Tools: Exposure to utilizing AI-enabled technology stacks to drive engagement and conversion, enhancing customer experiences and streamlining sales processes.
• Virtual Presentation Skills: Experience delivering technical demos and product overviews in virtual settings, effectively showcasing product capabilities and addressing customer needs.
• Digital Channel Optimization: Exposure to leveraging digital channels to advance sales opportunities, including utilizing data-driven insights to inform sales strategies."
Associate Project Manager Apprentice,90972,03-Feb-2026,North Carolina,Project Management,"60,000.00","66,000.00",Internship,High School Diploma/GED,Associate's Degree/College Diploma,• None
PRODUCT MANAGER INTERN,91238,03-Feb-2026,"Texas, New York, North Carolina, Washington, Massachusetts, California",Product Management,"73,800.00","162,360.00",Internship,High School Diploma/GED,Bachelor's Degree,"• Exposure to product analytics or data visualization tools.
• Coursework or projects related to AI, data, or software engineering.
• Familiarity with responsible AI or ethics frameworks."
Associate Strategy Consultant Intern 2026 - Enterprise Strategy,87621,19-Jan-2026,"Georgia, Illinois, Texas",Consulting,"54,150.00","104,500.00",Internship,High School Diploma/GED,Bachelor's Degree,"* Can understand clients' needs and challenges, applying a creative and logical approach to identify solutions
* Demonstrate foundational quantitative analysis skills and ability to develop data driven recommendations
* Exposure to one of the following programming technologies (e.g., JavaScript, HTML, XML, SQL) is a plus
* Exposure AI & Emerging Tech: Intro to Generative AI, LLMs, and automation tools is a plus."
"Software Engineer II - HashiCorp Vault, Radar, Boundary",89185,28-Jan-2026,"Texas, Massachusetts, California",Software Engineering,"111,000.00","191,000.00",Professional,High School Diploma/GED,Master's Degree,"You have experience using HashiCorp products (Terraform, Packer, Waypoint, Nomad, Vault, Boundary, Consul). 
You have prior experience working in cloud platform engineering teams. 
Emerging experience in mentoring team members, helping to enhance their problem-solving, critical thinking, and planning skills."
Associate Business Transformation Consultant 2026,65771,30-Jan-2026,"Georgia, Illinois, Texas, New York, North Carolina, Arizona, California, District of Columbia",Consulting,"72,800.00","109,200.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"A passion for innovative ideas, coupled with the ability to understand and assimilate different points of view
Strong quantitative analysis skills and the ability to derive recommendations informed by data and insights
Ability to handle multiple tasks concurrently and meet deadlines, while maintaining focus in an environment with conflicting demands
Aptitude for analyzing data and using it to support recommendations, business decisions, and operational improvements
Experience in areas such Human Resources, Operations/Supply Chain, Manufacturing, or other business functional areas"
IT Lab Tech Apprentice,69163,11-Dec-2025,Arizona,Infrastructure & Technology,"49,200.00","54,120.00",Internship,High School Diploma/GED,Associate's Degree/College Diploma,None
Oracle HCM Cloud,81203,21-Jan-2026,"South Carolina, Georgia, Florida, Illinois, Ohio, Texas, New York, North Carolina, Pennsylvania, Arizona, Washington, Massachusetts, California, New Jersey, District of Columbia",Security,"82,000.00","141,000.00",Professional,Bachelor's Degree,,"Ability to write basic queries for issue resolution is a plus
Able to work in a fast-paced environment with a diverse group of people"
Circuit Engineer (TS/SCI),86488,22-Jan-2026,"Virginia, Maryland, District of Columbia",Consulting,"147,000.00","254,000.00",Professional,Bachelor's Degree,Bachelor's Degree,"Deep understanding of electronic principles, semiconductor devices, and integrated circuit (IC) design processes. Analog and digital circuit design to meet specific functional requirements and power consumption, size, and cost.
Utilizing sophisticated design tools and simulation software, develop schematics and layouts that convert theoretical concepts into practical, functional circuits."
Associate Business Transformation Consultant 2026 – ServiceNow,91686,04-Feb-2026,"Georgia, Illinois, Texas, New York",Consulting,"76,500.00","122,400.00",Entry Level,High School Diploma/GED,High School Diploma/GED,"* Assist clients in selection, implementation, and support of ServiceNow platform solutions
* Leverages business knowledge to drive solutions for clients and their management
* Drive to overcome the most challenging or difficult obstacles and look for ways to improve results
* Ability to handle multiple tasks concurrently and meet deadlines, while maintaining focus in an environment with conflicting demands
• Majors: MIS, Business/Finance/Accounting, Supply Chain Management, Industrial Engineering, Computer Science, Information Systems, Business Analytics, Human Resources
• Certifications/Programs: ServiceNow experience, or credentials, ANY cloud certifications (e.g., AWS, Azure)
• Experience: ERP class projects, capstone migrations, internships on ERP teams, exposure to FI/CO, MM, SD or logistics processes
• Skills/Tech: Presentation Development, AI experience, Python, Java, JavaScript, Excel modeling, process mapping
• Other: client-facing internships, consulting clubs, strong process orientation, and documentation skills
 *Candidates should have experience through internships, project work, or coursework in one or more of the following areas:
IT Service Management, Any domain specific Process Automation or systems implementation projects
Business process analysis (IT, Finance, Procurement, HR, Supply chain, Customer Service etc.)
Database design or development 
AI or Cloud-related projects"
